Restaurant_Name,Date,ALL Rating,Review_Title,Caption,Total_Review,Address,Long,Lat,Cuisine,Food_rating,Service_Rating,Value_Rating,Atmosphere_Rating,Polarity_AFINN,AF_score_Review_Title,AF_keyword_Review_Title,Affin_Keyword,,Polarity_TB,Polarity_TB_Title,Polarity_TB_Average,TB_keyword,TB_keyword_title,Polarity_Vader,Vader_score_title,vader_score_detail,,Norm_AFINN,Norm_TB,Norm_VADER,Avg_Score,Sentiment,Aspect_Sentiment,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation,Affin_Keyword_clean,Affin_Keyword_title_clean,TB_keyword_clean,TB_keyword_title_clean,Aspect_Sentiment_clean,Aspect_Sentiment_value,Rest_CODE,Recommendation,TotalRecommendation,TB_Sentiment,Vader_Sentiment,AF_Sentiment
Bella Italia,"October 21, 2011",4,Best pizza in Kuching!,We live in Kuching and visit Bella Italia whenever we feel the need to treat ourselves The pizza is delicious and the chocolate shake is superb,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,8,3,['best'],"['delicious', 'superb']",,0.712121212,1,0.856060606,"[(['live'], 0.13636363636363635, 0.5, None), (['delicious'], 1.0, 1.0, None), (['superb'], 1.0, 1.0, None)]","[(['best', '!'], 1.0, 0.3, None)]",0.8689,0.6696,"{'neg': 0.05, 'neu': 0.643, 'pos': 0.307, 'compound': 0.8689}",,0.58,0.856060606,0.93445,0.790170202,Positive,"{'aspect': 'shake', 'description': 'superb', 'sentiment': 1.0}",0.055555556,0.055555556,0,0.111111111,0.055555556,0.277777778,0.055555556,0.055555556,0.055555556,0.166666667,0.111111111,delicious superb,best,live  delicious  superb ,best one,  shake   superb    ,10,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bella Italia,"September 18, 2011",4,Best pizza in Kuching,The only place to go for the best pizza in town Service is efficient,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,3,3,['best'],['best'],,0.5,1,0.75,"[(['only'], 0.0, 1.0, None), (['best'], 1.0, 0.3, None)]","[(['best'], 1.0, 0.3, None)]",0.7906,0.6369,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7906}",,0.53,0.75,0.8953,0.7251,Positive,"{'aspect': 'place', 'description': 'efficient', 'sentiment': 0.0}",0,0,0,0.333333333,0,0.333333333,0,0,0,0,0.333333333,best,best, best ,best one,  place   efficient    ,0,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bella Italia,"May 10, 2011",4,good italian food,Decided to take my girlfriend out for a nice meal decided to try out this place and came out pretty satisfied Good atmosphere friendly service good food  Overall I recommend this place,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,16,3,['good'],"['nice', 'pretty', 'satisfied', 'good', 'friendly', 'good', 'recommend']",,0.446428571,0.35,0.398214286,"[(['nice'], 0.6, 1.0, None), (['pretty'], 0.25, 1.0, None), (['satisfied'], 0.5, 1.0, None), (['good'], 0.7, 0.6000000000000001, None), (['friendly'], 0.375, 0.5, None), (['good'], 0.7, 0.6000000000000001, None), (['overall'], 0.0, 0.0, None)]","[(['good'], 0.7, 0.6000000000000001, None), (['italian'], 0.0, 0.0, None)]",0.9601,0.4404,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.9601}",,0.66,0.723214286,0.98005,0.787754762,Positive,"{'aspect': '', 'description': 'good', 'sentiment': 0.7}",0,0,0,0.25,0.05,0.3,0,0,0,0.25,0.15,nice pretty satisfied good friendly good recommend,good,nice  pretty  satisfied  good  friendly  good  overall ,good one italian one,     good    ,7,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bella Italia,"January 21, 2011",5,Bella Italia is nice and yummy !,I eat Italian food a lot and this was one of the best I've had in Kuching Not My favourit Italian restourant but can say that they serve best pizza there worth try,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,8,6,"['nice', 'yummy']","['best', 'best', 'worth']",,0.46,0.75,0.605,"[(['italian'], 0.0, 0.0, None), (['best'], 1.0, 0.3, None), (['italian'], 0.0, 0.0, None), (['best'], 1.0, 0.3, None), (['worth'], 0.3, 0.1, None)]","[(['nice', '!'], 0.75, 1.0, None)]",0.8945,0.7574,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8945}",,0.58,0.73,0.94725,0.752416667,Positive,"{'aspect': '', 'description': 'worth', 'sentiment': 0.3}",0,0,0,0.285714286,0,0.428571429,0.142857143,0,0,0.142857143,,best best worth,nice yummy,italian  best  italian  best  worth ,nice one,     worth    ,3,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bella Italia,"November 12, 2010",5,This is a decent Italian restaurant with rather affordable prices.,They really do serve good and affordable Italian foodI wish I could go and eat now at Bella Italia Overall I would recommend the place to others I give the place a A for food C- for atmosphere A- for service,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,8,2,['affordable'],"['good', 'affordable', 'wish', 'recommend']",,0.225,0.083333333,0.154166667,"[(['really'], 0.2, 0.2, None), (['good'], 0.7, 0.6000000000000001, None), (['italian'], 0.0, 0.0, None), (['overall'], 0.0, 0.0, None)]","[(['decent'], 0.16666666666666666, 0.6666666666666666, None), (['italian'], 0.0, 0.0, None)]",0.8107,0,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.8107}",,0.58,0.6125,0.90535,0.699283333,Positive,"{'aspect': '', 'description': 'Italian', 'sentiment': 0.0}",0,0,0,0.307692308,0.076923077,0.307692308,0.076923077,0,0,0.153846154,0.076923077,good affordable wish recommend,affordable,really  good  italian  overall ,decent one italian one,     talian    ,0,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bella Italia,"September 21, 2010",4,Yummiest pizza,Had a weekend stay in Kuching and checked out this restaurant I must say they serve very good thin crust pizza done the Italian way My young daughter wolfed down the whole pizza on her own and asked for the same dinner the next day!,117,"No. 1 Jalan Lapangan Terbang RH Plaza, Ground Floor, Lot 9958, Block 16, No. 111, Kuching 93250 Malaysia",1.503246552,110.3517611,Italian,4.5,4.5,4,35,3,0,[],['good'],,0.139382716,0,0.069691358,"[(['very', 'good'], 0.9099999999999999, 0.7800000000000001, None), (['thin'], -0.4, 0.8500000000000001, None), (['italian'], 0.0, 0.0, None), (['young'], 0.1, 0.4, None), (['down'], -0.15555555555555559, 0.2888888888888889, None), (['whole'], 0.2, 0.4, None), (['own'], 0.6, 1.0, None), (['same'], 0.0, 0.125, None), (['next', '!'], 0.0, 0.0, None)]",[],0.54,0,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.54}",,0.53,0.569691358,0.77,0.623230453,Positive,"{'aspect': 'daughter', 'description': 'next', 'sentiment': 0.0}",0,0,0,0.142857143,0.142857143,0.285714286,0.071428571,0,0,0.214285714,0.142857143,good,,good  thin  italian  young   whole    next ,,  daughter   next    ,0,BEL,"James Brooke Bistro, The Junk, Balkanico, Lepau Restaurant, Izakaya Kuching, Borneo Delight, Moms Laksa",7,POSITIVE,POSITIVE,POSITIVE
Bing,"July 25, 2019",4,Comfy,Beautiful and comfortable place Lactose intolerant people should avoid this place On the other hand can your cafe stop using plastic straws?,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,3,0,[],"['beautiful', 'comfortable', 'avoid', 'stop']",,0.375,0,0.1875,"[(['beautiful'], 0.85, 1.0, None), (['comfortable'], 0.4, 0.8, None), (['other'], -0.125, 0.375, None)]",[],0.7906,0,"{'neg': 0.138, 'neu': 0.535, 'pos': 0.327, 'compound': 0.7906}",,0.53,0.6875,0.8953,0.704266667,Positive,"{'aspect': 'cafe', 'description': 'plastic', 'sentiment': 0.0}",0.25,0.125,0,0,0,0.125,0.25,0.125,0.125,0,,beautiful comfortable avoid stop,,beautiful  comfortable  ,,  cafe   plastic    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"February 16, 2018",5,Quick bite,Cozy cafe with great food and coffee that can easily be taken away Happy it was open over the New Year as most places are closed,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,6,0,[],"['great', 'happy']",,0.296212121,0.333333333,0.314772727,"[(['cozy'], -0.19999999999999998, 0.75, None), (['great'], 0.8, 0.75, None), (['easily'], 0.43333333333333335, 0.8333333333333334, None), (['happy'], 0.8, 1.0, None), (['open'], 0.0, 0.5, None), (['new'], 0.13636363636363635, 0.45454545454545453, None), (['most'], 0.5, 0.5, None), (['closed'], -0.1, 0.1, None)]","[(['quick'], 0.3333333333333333, 0.5, None)]",0.8807,0,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8807}",,0.56,0.648106061,0.94035,0.71615202,Positive,"{'aspect': 'places', 'description': 'most', 'sentiment': 0.5}",0,0,0,0.25,0,0.5,0,0,0,0.25,,great happy,,cozy  great  easily  happy  open  new   closed ,quick one,  places   most    ,5,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"September 12, 2017",3,Local coffee chain,This is a local coffee chain somewhat like Starbucks A nice place to take a break while exploring the city Soft couches good wifi connection with coffee tea ice cold drinks and cakes We tried the carrot cake and tiramisu and they were commendable,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,8,0,[],"['like', 'nice', 'good']",,0.16,0,0.08,"[(['local'], 0.0, 0.0, None), (['nice'], 0.6, 1.0, None), (['soft'], 0.1, 0.35, None), (['good'], 0.7, 0.6000000000000001, None), (['cold'], -0.6, 1.0, None)]","[(['local'], 0.0, 0.0, None)]",0.7679,0,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7679}",,0.58,0.58,0.88395,0.681316667,Positive,"{'aspect': '', 'description': 'commendable', 'sentiment': 0.0}",0,0,0,0.2,0.2,0.2,0.1,0,0,0.2,0.1,like nice good,,local  nice  soft  good  cold ,local one,     commendable    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"August 3, 2017",1,Disappointed with their attitude and services,Business time shows it will open till 1 but my friends and i went there about 11sth They said they are ready to close EXCUSE MEBro? Doesnt felt like want to go bing anymore√∞¬ü¬ò¬°√∞¬ü¬ò¬° Bek cek√∞¬ü¬ò¬†√∞¬ü¬ò¬†,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,2,-2,['disappointed'],"['excuse', 'like', 'want']",,0.05,-0.75,-0.35,"[(['open'], 0.0, 0.5, None), (['ready'], 0.2, 0.5, None), (['excuse'], -0.05, 0.05, None)]","[(['disappointed'], -0.75, 0.75, None)]",0.7877,-0.4767,"{'neg': 0.091, 'neu': 0.683, 'pos': 0.226, 'compound': 0.7877}",,0.52,0.525,0.89385,0.646283333,Positive,"{'aspect': 'time', 'description': 'ready', 'sentiment': 0.2}",0,0,0,0,0,0,0,0,0,0,1,excuse like want,disappointed,open  ready  excuse ,disappointed one,  time   ready    ,2,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,NEGATIVE,NEGATIVE,NEGATIVE
Bing,"June 25, 2017",4,Great place,Excellent place with great staff and coffee Very relaxed atmosphere nice seating friendly service Close to everything,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,13,3,['great'],"['excellent', 'great', 'relaxed', 'nice', 'friendly']",,0.595,0.8,0.6975,"[(['excellent'], 1.0, 1.0, None), (['great'], 0.8, 0.75, None), (['very'], 0.2, 0.3, None), (['nice'], 0.6, 1.0, None), (['friendly'], 0.375, 0.5, None)]","[(['great'], 0.8, 0.75, None)]",0.9556,0.6249,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9556}",,0.63,0.7975,0.9778,0.801766667,Positive,"{'aspect': '', 'description': 'Close', 'sentiment': 0.0}",0,0,0,0.25,0,0.25,0,0,0,0.25,0.25,excellent great relaxed nice friendly,great,excellent  great   nice  friendly ,great one,     lose    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"June 2, 2017",5,Great coffee & nice cakes,Their double macchiato was great We went back for several times while we were in Kuching Carrot cake and oreo chesecake was nice too,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,6,6,"['great', 'nice']","['great', 'nice']",,0.28,0.7,0.49,"[(['double'], 0.0, 0.0, None), (['great'], 0.8, 0.75, None), (['back'], 0.0, 0.0, None), (['several'], 0.0, 0.0, None), (['nice'], 0.6, 1.0, None)]","[(['great'], 0.8, 0.75, None), (['nice'], 0.6, 1.0, None)]",0.7845,0.7845,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.7845}",,0.56,0.64,0.89225,0.697416667,Positive,"{'aspect': 'macchiato', 'description': 'nice', 'sentiment': 0.6}",0,0,0,0,0,0,0,0,0,0,,great nice,great nice,double  great  back  several  nice ,great one nice one,  macchiato   nice    ,6,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"February 9, 2017",4,Cozy atmosphere to have a cuppa & nice sandwich or cake,We go to Bing when we feel like having a light dinner of a sandwich in a cozy setting Their burger and lasagna are also nice and are worth giving a try,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,7,3,['nice'],"['like', 'nice', 'worth']",,0.275,0.2,0.2375,"[(['light'], 0.4, 0.7, None), (['cozy'], -0.19999999999999998, 0.75, None), (['nice'], 0.6, 1.0, None), (['worth'], 0.3, 0.1, None)]","[(['cozy'], -0.19999999999999998, 0.75, None), (['nice'], 0.6, 1.0, None)]",0.8225,0.4215,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8225}",,0.57,0.6375,0.91125,0.70625,Positive,"{'aspect': '', 'description': 'worth', 'sentiment': 0.3}",0,0,0,0,0,1,0,0,0,0,,like nice worth,nice,light  cozy  nice  worth ,cozy one nice one,     worth    ,3,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"April 30, 2016",4,"Decent cappuccino, great aircon",Lovely ambience great variety of coffee and tea Free wifi and great aircon A lovely haven from the busy streets Only room for improvement is the quality of the coffee,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,17,3,['great'],"['lovely', 'great', 'free', 'great', 'lovely', 'improvement', 'quality']",,0.442857143,0.483333333,0.463095238,"[(['lovely'], 0.5, 0.75, None), (['great'], 0.8, 0.75, None), (['free'], 0.4, 0.8, None), (['great'], 0.8, 0.75, None), (['lovely'], 0.5, 0.75, None), (['busy'], 0.1, 0.3, None), (['only'], 0.0, 1.0, None)]","[(['decent'], 0.16666666666666666, 0.6666666666666666, None), (['great'], 0.8, 0.75, None)]",0.9723,0.6249,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.9723}",,0.67,0.721428571,0.98615,0.79252619,Positive,"{'aspect': 'room', 'description': 'Only', 'sentiment': 0.0}",0,0,0,0.272727273,0.090909091,0.272727273,0,0.090909091,0,0.181818182,0.090909091,lovely great free great lovely improvement quality,great,lovely  great  free  great  lovely  busy  ,decent one great one,  room   nly    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"December 21, 2015",4,Decent reliable food at sensible prices,Western style food (paninis lasagna cakes etc) at reasonable prices in a nice atmosphere Range of coffees and teas,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,3,2,['reliable'],['nice'],,0.266666667,0.166666667,0.216666667,"[(['western'], 0.0, 0.0, None), (['reasonable'], 0.2, 0.6, None), (['nice'], 0.6, 1.0, None)]","[(['decent'], 0.16666666666666666, 0.6666666666666666, None)]",0.4767,0,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.4767}",,0.53,0.633333333,0.73835,0.633894444,Positive,"{'aspect': '', 'description': 'nice', 'sentiment': 0.6}",0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,,nice,reliable,western  reasonable  nice ,decent one,     nice    ,6,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"October 26, 2015",4,Daily ritual,Generally wifi and no coffee or coffee and no wifi When there's coffee it's great Ideal place to download at end of the day,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,1,0,[],"['no', 'no', 'great']",,0.583333333,0,0.291666667,"[(['generally'], 0.05000000000000002, 0.5, None), (['great'], 0.8, 0.75, None), (['ideal'], 0.9, 1.0, None)]","[(['daily'], 0.0, 0.0, None)]",0.6249,0,"{'neg': 0.138, 'neu': 0.627, 'pos': 0.235, 'compound': 0.6249}",,0.51,0.791666667,0.81245,0.704705556,Positive,"{'aspect': 'wifi', 'description': 'Ideal', 'sentiment': 0.9}",0,0,0,0,0,0,0,0,0,0,,great,,generally  great  ideal ,daily one,  wifi   deal    ,9,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"September 20, 2015",4,One of famous Coffee Shop in Kuching,You would love the ambience the music and the coffee Price include tax Coffee smells good and fresh you can't find these Bing! Coffee in Peninsular Malaysia,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,7,2,['famous'],"['love', 'good', 'fresh']",,0.525,0.5,0.5125,"[(['love'], 0.5, 0.6, None), (['good'], 0.7, 0.6000000000000001, None), (['fresh', '!'], 0.375, 0.5, None)]","[(['famous'], 0.5, 1.0, None)]",0.8655,0,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8655}",,0.57,0.7625,0.93275,0.755083333,Positive,"{'aspect': 'music', 'description': 'fresh', 'sentiment': 0.3}",0,0,0,0.076923077,0.076923077,0.307692308,0.076923077,0.153846154,0,0.230769231,0.076923077,love good fresh,famous,love  good  fresh ,famous one,  music   fresh    ,3,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"September 5, 2015",4,good,the food are not are limited compare to Starbuck however this place is good for business discussion and some chit chat with friend  also the environment feel peace full,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,5,3,['good'],"['limited', 'good', 'friend', 'peace']",,0.326190476,0.7,0.513095238,"[(['limited'], -0.07142857142857142, 0.14285714285714285, None), (['good'], 0.7, 0.6000000000000001, None), (['full'], 0.35, 0.55, None)]","[(['good'], 0.7, 0.6000000000000001, None)]",0.8825,0.4404,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.8825}",,0.55,0.663095238,0.94125,0.718115079,Positive,"{'aspect': 'environment', 'description': 'full', 'sentiment': 0.35}",0,0.05,0,0.2,0.05,0.3,0.05,0.05,0,0.2,0.1,limited good friend peace,good,limited  good  full ,good one,  environment   full    ,35,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"July 25, 2015",4,Nice little surprise,We were looking for desserts and happened to wander into Bing! We were skeptical at first (it seemed like the Malaysian Starbucks) but the desserts were awesome!,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,4,3,['nice'],"['skeptical', 'like', 'awesome']",,0.25,0.20625,0.228125,"[(['skeptical'], -0.5, 0.5, None), (['first'], 0.25, 0.3333333333333333, None), (['awesome', '!'], 1.0, 1.0, None)]","[(['nice'], 0.6, 1.0, None), (['little'], -0.1875, 0.5, None)]",0.8092,0.5584,"{'neg': 0.049, 'neu': 0.714, 'pos': 0.237, 'compound': 0.8092}",,0.54,0.625,0.9046,0.689866667,Positive,"{'aspect': 'desserts', 'description': 'awesome', 'sentiment': 1.0}",0,0,0,0,0,0,1,0,0,0,,skeptical like awesome,nice,skeptical  first  awesome ,nice one little one,  desserts   awesome    ,10,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,POSITIVE,POSITIVE,POSITIVE
Bing,"June 19, 2015",3,rather below average,coffee okay food okay but nothing worth a 10 minutes walk store is over-staffed but nicely decorated besides the syrup they use (Monin) not comparable to Starbucks,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,2,0,[],['worth'],,0.475,-0.15,0.1625,"[(['okay'], 0.5, 0.5, None), (['okay'], 0.5, 0.5, None), (['worth'], 0.3, 0.1, None), (['nicely'], 0.6, 1.0, None)]","[(['average'], -0.15, 0.39999999999999997, None)]",0.5791,0,"{'neg': 0.065, 'neu': 0.715, 'pos': 0.22, 'compound': 0.5791}",,0.52,0.7375,0.78955,0.68235,Positive,"{'aspect': '', 'description': 'comparable', 'sentiment': 0.0}",0,0,0,0.166666667,0,0.5,0,0,0,0.166666667,0.166666667,worth,,okay  okay  worth  nicely ,average one,     comparable    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,NEGATIVE,POSITIVE,POSITIVE
Bing,"June 19, 2015",3,"Nice decor, very mediocre rest",Interior is nice and well assembled The menu range is good (think Starbucks) but various items are regularly sold-out and not available Staff appears bored and undynamic Quality of food and drinks is ok but prices are outrageous for Malaysian standards and the wuality delivered,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,3,3,['nice'],"['nice', 'good', 'bored', 'quality', 'outrageous']",,0.0125,-0.025,-0.00625,"[(['nice'], 0.6, 1.0, None), (['good'], 0.7, 0.6000000000000001, None), (['various'], 0.0, 0.5, None), (['regularly'], 0.0, 0.07692307692307693, None), (['not', 'available'], -0.2, 0.4, None), (['bored'], -0.5, 1.0, None), (['ok'], 0.5, 0.5, None), (['outrageous'], -1.0, 1.0, None)]","[(['nice'], 0.6, 1.0, None), (['very', 'mediocre'], -0.65, 1.0, None)]",-0.1154,0.4215,"{'neg': 0.123, 'neu': 0.724, 'pos': 0.152, 'compound': -0.1154}",,0.53,0.50625,0.4423,0.49285,Neutral,"{'aspect': 'wuality', 'description': 'Malaysian', 'sentiment': 0.0}",0,0,0,0.222222222,0.222222222,0.222222222,0,0,0,0.222222222,0.111111111,nice good bored quality outrageous,nice,nice  good  various  regularly  available  bored  ok  outrageous ,nice one mediocre one,  wuality   alaysian    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,NEGATIVE,NEGATIVE,POSITIVE
Bing,"June 11, 2015",1,"Disappointed with some racist casher, but the panini was nice.",Food's great but the smoothies aren't I ordered blueberry smoothy and it turns out they used blueberry jams instead of blueberry smoothy The panini was great nonetheless But some cashers are rather racist towards Asian Chinese,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,3,-2,"['disappointed', 'racist', 'nice']","['great', 'great', 'racist']",,0.4,-0.075,0.1625,"[(['great'], 0.8, 0.75, None), (['great'], 0.8, 0.75, None), (['asian'], 0.0, 0.0, None), (['chinese'], 0.0, 0.0, None)]","[(['disappointed'], -0.75, 0.75, None), (['nice'], 0.6, 1.0, None)]",0.4019,0.0387,"{'neg': 0.12, 'neu': 0.7, 'pos': 0.179, 'compound': 0.4019}",,0.53,0.7,0.70095,0.64365,Positive,"{'aspect': 'cashers', 'description': 'Asian', 'sentiment': 0.0}",0,0,0,0,0,0,0,0,0,0,,great great racist,disappointed racist nice,great  great  asian  chinese ,disappointed one nice one,  cashers   sian    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,NEGATIVE,POSITIVE,NEGATIVE
Bing,"June 7, 2015",4,Good coffee but...,Coffee beans served is by Illy Barista service is a little slower from what I'm used to at hipster cafes all around KL,109,"No. 84 Jalan Padungan Bukit Mata Kuching, Kuching 93100 Malaysia",1.556215759,110.3553144,Cafe,4,3.5,3.5,40,0,3,['good'],[],,-0.1875,0.7,0.25625,"[(['little'], -0.1875, 0.5, None)]","[(['good'], 0.7, 0.6000000000000001, None)]",0,0.4404,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,0.5,0.40625,0.5,0.46875,Neutral,"{'aspect': 'beans', 'description': 'hipster', 'sentiment': 0.0}",0,0,0,0,0,0,0,0,0,0,,,good,little ,good one,  beans   hipster    ,0,BIN,"Chong Choon CafÈ,Balkanico, Commons, Lima.Tujoh CafÈ, Black Bean, The Junk, Balkanico, Izakaya Kuching",8,NEGATIVE,POSITIVE,POSITIVE
